Profession,Link,Tags
QA Automation Engineer,https://hh.ru/vacancy/98366567,"['QA', 'Python']"
QA Automation Engineer,https://hh.ru/vacancy/102381642,"['Git', 'SQL', 'REST', 'API', 'Pytest']"
QA Automation Engineer,https://hh.ru/vacancy/100397967,"['Java', 'REST', 'QA', 'SOAP', 'SQL', 'Jenkins', 'Docker', 'SoapUI', 'TestNG', 'Selenide']"
QA Automation Engineer,https://hh.ru/vacancy/81041539,"['Linux', 'Postman', 'Python', 'MongoDB']"
QA Automation Engineer,https://hh.ru/vacancy/102117715,"['QA', 'Тестирование', 'Python']"
Аналитик мобильных приложений,https://hh.ru/vacancy/101363974,"['SQL', 'Анализ данных']"
Аналитик мобильных приложений,https://hh.ru/vacancy/102380354,"['SQL', 'Python']"
Аналитик мобильных приложений,https://hh.ru/vacancy/101505219,"['Figma', 'Adobe Photoshop', 'UI', 'UX', 'Тестирование пользовательского интерфейса', 'Design', 'Проектирование пользовательских интерфейсов', 'Дизайн', 'Principle', 'JTBD', 'CJM']"
UX-исследователь,https://hh.ru/vacancy/102208956,"['SQL', 'Python', 'Power BI', 'A/B тесты']"
UX-исследователь,https://hh.ru/vacancy/101473446,['Навыки презентации']
UX-исследователь,https://hh.ru/vacancy/102371288,['UX']
UX-исследователь,https://hh.ru/vacancy/100056312,"['Английский язык', 'UX']"
UX-исследователь,https://hh.ru/vacancy/102338827,"['SPSS', 'Statistica', 'Figma', 'Jira']"
UX-исследователь,https://hh.ru/vacancy/102130065,"['Аналитический склад ума', 'MS Excel', 'MS PowerPoint', 'Ответственность', 'Проактивность', 'Грамотная речь', 'Английский язык', 'UX', 'Работа с большим объемом информации', 'Работа в команде', 'Грамотность', 'Исследования рынка', 'Figma']"
UX-исследователь,https://hh.ru/vacancy/100372427,"['UX', 'Аналитическое мышление', 'Аналитические исследования', 'Работа с большим объемом информации', 'Сбор и анализ информации', 'Оценка потребностей клиентов', 'Разработка нового продукта']"
UX-исследователь,https://hh.ru/vacancy/99944702,"['UX', 'Interviews', 'Проведение опросов клиентов', 'Usability', 'A/B тесты', 'B2C исследования', 'b2b исследования', 'Навыки презентации']"
Специалист по кибербезопасности,https://hh.ru/vacancy/102062561,"['Безопасность', 'Информационные технологии', 'Информационная безопасность', 'Технические средства информационной защиты']"
Специалист по кибербезопасности,https://hh.ru/vacancy/102379619,"['Информационная безопасность', 'Технические средства информационной защиты', 'Внедрение систем информационной безопасности']"
Специалист по кибербезопасности,https://hh.ru/vacancy/102336842,"['Linux', 'CheckPoint', 'Fortinet', 'S-Terra', 'Windows Os']"
Специалист по кибербезопасности,https://hh.ru/vacancy/102369747,"['Написание текстов', 'Копирайтинг', 'Написание статей', 'Редактирование текстов', 'Интервьюирование', 'Наполнение контентом']"
Специалист по кибербезопасности,https://hh.ru/vacancy/102349766,"['Информационная безопасность', 'Информационные технологии', 'Английский язык', 'Организаторские навыки', 'Linux']"
Разработчик на Unreal Engine,https://hh.ru/vacancy/102131805,"['C++', 'Qt', 'ООП', 'MS SQL', 'Git', 'QML', 'UE4', 'UE', 'Unreal Engine']"
Разработчик на Unreal Engine,https://hh.ru/vacancy/101342482,"['Unreal Engine', 'C/C++']"
Разработчик на Unreal Engine,https://hh.ru/vacancy/100042206,"['Python', 'Linux', 'Креативность', 'C/C++', 'AVR', 'Английский язык']"
Разработчик на Unreal Engine,https://hh.ru/vacancy/102365499,['Unreal Engine']
Разработчик на Unreal Engine,https://hh.ru/vacancy/101527714,['Разработка компьютерных Игр']
Разработчик нейросетей ,https://hh.ru/vacancy/101544400,"['Project management', 'Моделирование бизнес процессов', 'Организаторские навыки', 'Оптимизация бизнес-процессов', 'Управление проектами', 'Нейронные сети', 'Работа с большим объемом информации']"
Разработчик нейросетей ,https://hh.ru/vacancy/102200001,"['React', 'JavaScript', 'TypeScript', 'Start-up project', 'Веб-программирование']"
Разработчик нейросетей ,https://hh.ru/vacancy/102118828,"['ML', 'CV', 'Нейронные сети', 'Docker', 'k8s', 'Python', 'Логическое мышление', 'Анализ данных']"
Разработчик нейросетей ,https://hh.ru/vacancy/102352819,"['MySQL', 'PHP', 'Docker', 'Laravel', 'VueJS', 'Tailwind', 'API', 'REST API', 'Unit Testing', 'ООП', 'Работа с базами данных', 'Веб-программирование', 'Gitlab', 'Backend', 'Английский язык']"
Разработчик нейросетей ,https://hh.ru/vacancy/102352820,"['MySQL', 'PHP', 'Docker', 'Laravel', 'VueJS', 'Tailwind', 'API', 'REST API', 'Unit Testing', 'ООП', 'Работа с базами данных', 'Веб-программирование', 'Gitlab', 'Backend', 'Английский язык']"
Разработчик нейросетей ,https://hh.ru/vacancy/102365072,"['Python', 'Django', 'Unit Testing', 'Redis', 'PostgreSQL', 'Backend', 'Docker', 'Linux', 'FastAPI', 'Gitlab', 'Celery', 'pandas', 'REST API', 'Git', 'WebSockets']"
Разработчик нейросетей ,https://hh.ru/vacancy/102323929,"['Изобретательность', 'Инициативность']"
Разработчик нейросетей ,https://hh.ru/vacancy/101924977,['C/C++']
Разработчик на React Native ,https://hh.ru/vacancy/102306060,"['JavaScript', 'Vue.js', 'Блокчейн', 'Blockchain', 'NFT', 'Exchange', 'Cryptocurrency', 'DeFi', 'Swap', 'Bitcoin', 'Ethereum', 'Tokens', 'ERC-20', 'ERC-721', 'WebSocket', 'GraphQL', 'Web3', 'React', 'CSS3', 'Frontend', 'Sass', 'Vuex', 'VueJS', 'API']"
Разработчик на React Native ,https://hh.ru/vacancy/94714939,"['React Native', 'Git']"
Разработчик на React Native ,https://hh.ru/vacancy/100075193,"['JavaScript', 'TypeScript', 'React Native', 'React', 'Git', 'REST API']"
Разработчик на React Native ,https://hh.ru/vacancy/101247170,"['Redux', 'React', 'Git', 'JavaScript', 'Android', 'react native', 'typescript', 'MobX']"
Разработчик на React Native ,https://hh.ru/vacancy/102353598,"['React Native', 'MobX', 'TypeScript']"
Разработчик на React Native ,https://hh.ru/vacancy/100308149,"['React Native', 'Английский язык', 'TypeScript']"
Разработчик на React Native ,https://hh.ru/vacancy/102301638,"['React', 'React Native', 'Next.js', 'Node.js']"
Разработчик на React Native ,https://hh.ru/vacancy/102253367,"['React Native', 'Мобильные приложения', 'Удаленная работа']"
Разработчик на React Native ,https://hh.ru/vacancy/97335497,"['React', 'JavaScript', 'TypeScript']"
Node.js-разработчик,https://hh.ru/vacancy/102083520,"['Node.js', 'React', 'PostgreSQL', 'MariaDB', 'TypeScript', 'Работа в команде']"
Node.js-разработчик,https://hh.ru/vacancy/102127027,"['JavaScript', 'TypeScript', 'React.js', 'PostgreSQL', 'CI/CD', 'Docker', 'Node.js']"
Node.js-разработчик,https://hh.ru/vacancy/101925695,"['Node.js', 'MongoDB', 'RabbitMQ', 'PostgreSQL', 'Git', 'REST', 'JavaScript', 'WebSocket', 'API', 'REST API', 'JSON API', 'Английский язык', 'NestJS']"
Node.js-разработчик,https://hh.ru/vacancy/102173903,"['JavaScript', 'PostgreSQL', 'MySQL', 'Node.js', 'Express.js', 'Nest.js', 'Git']"
Node.js-разработчик,https://hh.ru/vacancy/100384271,"['Node.js', 'JavaScript', 'SQL', 'Docker', 'TypeScript', 'Kafka', 'Kubernetes']"
Node.js-разработчик,https://hh.ru/vacancy/102075543,['Node.js']
Node.js-разработчик,https://hh.ru/vacancy/102359081,"['Node.js', 'TypeScript', 'Docker', 'PostgreSQL', 'MySQL']"
Deep Learning Engineer,https://hh.ru/vacancy/97624647,"['C++', 'Python', 'PyTorch', 'Deep Learning', 'Computer Vision', 'Data Science']"
Deep Learning Engineer,https://hh.ru/vacancy/102353701,"['Machine Learning', 'Deep Learning']"
Deep Learning Engineer,https://hh.ru/vacancy/101757994,"['Python', 'SQL', 'Английский язык', 'ML', 'Машинное обучение', 'PySpark', 'Big Data']"
Deep Learning Engineer,https://hh.ru/vacancy/101335251,"['Python', 'Natural Language Processing', 'NLP', 'Big Data', 'Анализ данных', 'Математическая статистика', 'SQL', 'MongoDB', 'Machine Learning', 'AWS', 'Deep Learning']"
Deep Learning Engineer,https://hh.ru/vacancy/95509249,"['Python', 'OpenCV', 'PyTorch', 'Tensorflow', 'Английский язык']"
Deep Learning Engineer,https://hh.ru/vacancy/100400637,"['Python', 'Linux', 'SQL', 'AWS', 'Docker', 'Kubernetes', 'Bash', 'PostgreSQL', 'NoSQL', 'Redis', 'CI/CD', 'MongoDB', 'Nginx', 'FastAPI', 'MLFlow', 'API', 'GitHub', 'Английский язык']"
Deep Learning Engineer,https://hh.ru/vacancy/101962431,"['PyTorch', 'TensorFlow', 'Python', 'Английский язык', 'Deep Learning']"
Deep Learning Engineer,https://hh.ru/vacancy/102353721,"['Python', 'Deep Learning', 'Docker']"
Deep Learning Engineer,https://hh.ru/vacancy/97422373,"['PyTorch', 'Tensorflow', 'Deep Learning', 'Python', 'Linux', 'Git', 'Docker']"
Разработчик компьютерного зрения,https://hh.ru/vacancy/102359532,"['ETL', 'SSIS', 'MS SQL', 'DWH', 'C#', 'Transact-SQL']"
Разработчик компьютерного зрения,https://hh.ru/vacancy/101503463,"['обучение сотрудников', 'Нейронные сети', 'MS Office', 'Разработка инструкций', 'Усидчивость', 'Python', 'Работа с большим объемом информации', 'Computer Vision', 'Data Science', 'Data Mining', 'Машинное обучение', 'Big Data']"
Разработчик компьютерного зрения,https://hh.ru/vacancy/75561257,"['Qt', 'Linux', 'C++', 'STL', 'Git', 'Unix', 'Работа в команде', 'Математическое программирование', 'MATLAB', 'Математический анализ', 'Математическое моделирование', 'Информационные технологии', 'Разработка ПО', 'C/C++']"
Разработчик компьютерного зрения,https://hh.ru/vacancy/101708270,"['Git', 'C++', 'Qt', 'C/C++', 'GUI', 'CMake', 'Linux', 'STL', 'Разработка ПО', 'Английский язык', 'Машинное обучение']"
Разработчик компьютерного зрения,https://hh.ru/vacancy/101950244,"['C++', 'Git', 'Linux', 'Boost']"
Разработчик компьютерного зрения,https://hh.ru/vacancy/102378871,"['PHP', 'NoSQL', 'API']"
Разработчик компьютерного зрения,https://hh.ru/vacancy/102352236,"['ROS', 'Linux', 'Git', 'C++', 'Python', 'Робототехника', 'Computer Vision']"
Маркетолог,https://hh.ru/vacancy/102368570,"['Продвижение бренда', 'Аналитическое мышление', 'Организаторские навыки', 'Разработка маркетинговой стратегии', 'Таргетинг', 'Маркетинговая стратегия', 'Анализ данных', 'Маркетинговые исследования', 'Анализ рынка', 'SMM']"
Маркетолог,https://hh.ru/vacancy/102393860,"['Маркетинговые исследования', 'Планирование маркетинговых кампаний', 'Аналитическое мышление', 'Аналитические исследования', 'Анализ рынка', 'Анализ конкурентной среды', 'Организация мероприятий', 'Стратегический анализ', 'Развитие бренда', 'Интернет-реклама', 'Контекстная реклама', 'Производство рекламных материалов']"
Маркетолог,https://hh.ru/vacancy/102393293,"['Маркетинговое планирование', 'Продвижение бренда', 'Маркетинговые исследования', 'Деловая переписка', 'Деловая этика']"
Маркетолог,https://hh.ru/vacancy/100011752,"['Продвижение бренда', 'Маркетинговые исследования', 'Анализ конкурентной среды', 'Интернет-реклама', 'Разработка маркетинговой стратегии']"
Маркетолог,https://hh.ru/vacancy/100011753,"['Продвижение бренда', 'Маркетинговые исследования', 'Анализ конкурентной среды', 'Интернет-реклама', 'Разработка маркетинговой стратегии']"
Маркетолог,https://hh.ru/vacancy/100765068,"['Продвижение бренда', 'Маркетинговые исследования', 'Планирование маркетинговых кампаний', 'Маркетинговый анализ', 'Маркетинговые коммуникации', 'Маркетинговое планирование', 'Разработка маркетинговой стратегии', 'Планирование рекламных кампаний', 'Производство рекламных материалов', 'Вывод компании на рынок', 'Организаторские навыки', 'Производство рекламных роликов', 'Анализ рынка']"
Маркетолог,https://hh.ru/vacancy/100740881,"['Yandex Direct', 'Google AdWords', 'Планирование маркетинговых кампаний', 'Продвижение бренда', 'B2B маркетинг', 'B2C маркетинг', 'Производство рекламных материалов', 'Участие в профессиональных выставках', 'Лидогенерация', 'SMM', 'Маркетинговое планирование', 'Google Analytics', 'Digital Marketing', 'Разработка маркетинговой стратегии', 'Развитие продаж', 'Интернет-реклама', 'Маркетинговая стратегия', 'Google таблицы', 'Разработка стратегии продвижения продуктов', 'Таргетинг', 'B2C Marketing', 'Управление бюджетом', 'СРМ', 'Составление ТЗ', 'Продвижение в социальных сетях', 'Креативность', 'Многозадачность']"
Маркетолог,https://hh.ru/vacancy/102139693,"['Маркетинговые коммуникации', 'Internet Marketing', 'Маркетинг услуг', 'Организаторские навыки', 'Маркетинговый анализ', 'Маркетинговые исследования', 'Медиапланирование']"
SMM-специалист,https://hh.ru/vacancy/100905756,"['SMM', 'Копирайтинг', 'Социальные сети', 'Фотография', 'Вирусный маркетинг']"
SMM-специалист,https://hh.ru/vacancy/99548711,"['SMM', 'Social Media Marketing', 'Таргетинг', 'Написание текстов', 'Составление контент-плана', 'Креативность', 'Умение планировать', 'Деловая переписка', 'Наполнение контентом', 'Работа с блогерами', 'Организация мероприятий', 'Копирайтинг']"
SMM-специалист,https://hh.ru/vacancy/101755687,"['SMM', 'Ведение групп в социальных сетях', 'Копирайтинг', 'Наполнение контентом', 'Social Media Marketing', 'Журналистика', 'Креативность', 'Adobe Photoshop', 'Грамотная речь', 'Таргетинг', 'План продвижения']"
SMM-специалист,https://hh.ru/vacancy/101773930,"['SMM', 'Продвижение бренда', 'Развитие бренда', 'Продвижение в социальных сетях', 'Креативность', 'Контент', 'Составление контент-плана', 'Высокая энергичность', 'Работа в команде', 'Обработка фото', 'Написание текстов', 'Продвижение в социальных группах', 'Бренд-менеджмент', 'работа со статистикой', 'Графические редакторы', 'Социальные сети', 'Организация мероприятий']"
SMM-специалист,https://hh.ru/vacancy/102121908,"['SMM', 'Интернет-реклама', 'Социальные сети', 'Таргетинг', 'Digital Marketing', 'Аналитическое мышление', 'Аудит SMM', 'Social Media Marketing', 'Интернет маркетинг', 'Маркетинговая стратегия']"
SMM-специалист,https://hh.ru/vacancy/102369899,"['Копирайтинг', 'Социальные сети', 'Написание текстов', 'Продвижение бренда', 'Фотография', 'Продвижение мероприятий компании в социальных сетях', 'Аудит SMM', 'Планирование маркетинговых кампаний']"
